"","ADL","AFD","AIM","AIN","AIY","ASEL","ASER","ASG","ASI","ASK","AVA","AVE","AVG","AVH","AVK","AVL","AVM","AWA","AWB","AWC","BAG","CAN","DA","DD","DVC","I5","IL1","IL2","LUA","NSM","OLL","OLQ","PHA","PVC","PVD","PVM","RIA","RIC","RIM","RIS","RMD","SMB","SMD","VB","VC","VD"
"mel-11 II_+_9365779_9365972_9366173_9367467",-0.726475429468619,-1.65428437616152,0,0,0,0,-4.5928305925007,-5.13814666318324,0.348890422914192,-6.11213107666061,0.276277480301249,-0.848509112671852,-0.539087301587301,-0.437896825396825,0,0,-4.40981085882307,0,-0.299950007215453,5.50211473928167,-3.23820096287107,0,0.348833449326229,3.42747142108896,-0.475761472404091,6.12377034751744,-1.92551591954461,0,7.25279646070407,3.13925319814887,5.63117552825112,4.10621029674902,4.46793303618877,0.446533392805204,-1.67331069997344,0,-0.216792505268736,0,-1.25342841773607,0,-4.72395710974347,-4.43510562272606,-1.60704869939397,-0.31661667388212,0.327445456788375,3.22615509714768
"marc-5 II_-_12362252_12362306_12362396_12362620",-0.165548494615489,-3.0547475811596,0.213714042849313,-0.592753171562787,0,0.0828374989891919,0.00722233536163289,-0.466836610297817,-0.544538552695547,0.649665205763174,-0.0970284299836363,-0.0798255892513838,0.373414856973149,0.0195347520752822,0.400218350152527,1.38069041017268,-0.0862120553971821,-0.642860419290773,0.171956945807848,0,-6.09645381865838,1.61365552436566,0,0.0683424098458989,-0.0179375788899511,0.268480747440504,0.286960605754539,0.400504680680982,0.314758276627637,0.991178029081998,-0.162245986345664,0.612494773541803,-0.747241031764624,0.651338701940969,0.0812151401716986,0.49153927708321,0.474942939527306,1.51138546983797,0.422354441930132,0.321571328365261,1.13012842558932,0.0646414864952059,-0.044537877115527,-0.420549598801235,0,0.214570139404697
"sli-1 X_-_720923_722152_722278_722334",-0.241724737167006,0,0.352214091378178,-0.114487078898844,-6.04838666876968,0,0.24474136974137,0.748388617406066,0,0.950060470083353,0,0.206990674381979,0.42813064552195,0.349846597331117,0.334645374119058,0,0.645595048226627,0.281219146350725,0,0.204947204562898,-0.272632683294448,-0.00338772576901841,0,0.37345222179781,0.370551619433198,0,1.19467568133539,1.46581645505723,0,0,0,0,0.330768272934736,0.34574269005848,0,0.312049062049062,0,0.586595748602328,-2.13843012954153,0,0.639289900061201,0.114949494949495,-2.24666744222808,0,0,0.585046080286355
"atic-1 IV_+_7893799_7893977_7894028_7894278",-2.69503230544936,-1.06968403155239,-0.987279961685851,-0.166319160482949,0,-0.824035116329637,-1.14570887627289,-2.69503230544936,0.69144209597396,1.14627615080802,-2.57745810405163,-1.41705107252248,20.9344038793412,-2.24856765898472,-3.00320620049253,-2.1023183414854,-2.91085545422387,-2.58392119433825,-0.23801027160914,-2.62966418185755,-0.726350698219061,-2.55468142825638,15.5515995260806,-4.42314553805836,-2.87739645634446,0.047206175968546,-1.70829318425269,-1.2753465991021,-0.010748064911853,0,-6.03661572722283,-2.27577904409084,-1.91210095018105,0.174571865834236,-2.88758882300588,-2.3023183414854,-1.87721649938537,0,-1.94647154118864,-0.771403537382269,4.61538008418006,0.10438370100502,-2.07542191583897,25.8943023493114,-2.12050015966722,-2.08404308312176
"pes-4 III_-_1217809_1218716_1218792_1219385",0,0.492106982794727,0.355490835711856,0.312607028697614,0,0.268978617557678,0,-0.433394811152606,0.188850412429473,0,0,0,0,0.734849359679064,0.216605036546326,0.202918776173395,0.640127137456841,0.156112317191378,0.268978617557678,0.320430144768812,0,-0.373061500015725,0.57499849979488,1.29645626163459,0.23143283001189,0.192683099350395,0.143062866641927,-1.23194256262397,0.168337591916652,-0.335239460943686,0,0.138259663309312,0.183890094969155,-1.84596482297722,0,-0.752442430200226,-6.03510169781082,0.132614981194042,0.204635299585328,0.77651602634573,1.00900148735232,0.218978617557678,-0.631844945923496,0.184444083023143,0.569672592002296,1.45595297039358
"F42A9.6 IV_+_8609921_8610338_8610449_8611374",0.158656095355831,0,0,-0.131436977746396,-0.799252349509136,10.2173162427686,0,0.381122830866045,-0.464095307969116,0,0.629987035593443,0.542738992482206,-0.799252349509136,0.110866698109911,-1.13570375379591,0,-0.582585682842469,-0.321688246945034,0,-0.128983839283729,0,-0.669582019838806,1.83823215778818,0.26698141672463,0,-0.431762696305197,0,0.453095302838517,-0.434614728773954,0.485791819919026,-5.979967310993,-0.408904425827879,-0.398211962594136,-0.893617735239299,0,0,-0.452079730461517,0,0.672619047619048,0,0,-0.472665047921834,-0.481624144380931,0,-1.12057936157123,0.349200031443245
"vhp-1 II_+_5338356_5338739_5339014_5339073",1.11621604736338,0.334394485746493,0.472452480881551,-2.10192323645856,1.02147117925912,-1.10621068052239,0.385286536718867,0.108869861508634,0,0.849485471126442,0.41112660709071,1.77476615781663,0.451553073889537,-0.0747714633597784,-0.311252652021825,0.642933960567472,-0.240009854420254,0.727851871152576,0.513023428963047,1.3232297645916,-4.28575528211785,0.751470290467778,0.599399728295789,0.193874091483992,0.348434958982364,0.652593234157407,0.459830090275391,0.910600347772624,0.124903209906395,0,0.211233346278166,0.578563624690275,-0.0217754140914841,0,0,-5.88508471618179,0.654959372986403,-0.327784184308592,-1.3009114786283,-0.0639605206805948,0.649133028604449,-0.205789712460119,-2.52917768194064,0.165275346880586,1.43458763619663,0.586887643537872
"C06A1.2 II_+_10571005_10571405_10571488_10571819",0.496585259181965,-0.415372575492479,-0.090412591067041,-0.851526195098764,-3.29732549777974,0.362249291958418,0.296835217156169,-0.630485762101809,0.017125800965784,-2.57374147945888,8.9101258098572,1.33378765777009,0,-0.497155432806673,0.824342093380384,0,0,-0.342224427344331,-1.1521944455752,0.321452102524983,-1.80594589430581,-0.630306822267696,-0.867741457789135,-5.85735206242398,11.6970323694777,-1.35123475640265,-0.871527461800556,-0.498639525526428,0.833599670209535,-1.20905719067324,-0.811858311121417,-0.454373560563954,1.40842877787045,-0.490870032432476,0,-0.588792434252657,0,-0.36308099090451,0,-0.497851281847425,0,0,0,0,-0.352493861315834,0
"W07E11.1 X_+_10101594_10101659_10101686_10101841",-4.81444601814198,-5.77867582902772,-3.35460634478188,-1.01686066917582,-3.71351782803547,-4.09148470385181,-2.74496082591876,-5.42988355849632,-1.79514104461057,-5.08505597228943,-4.68432422404949,-0.743495929855762,0,-4.48750904748962,-5.00464391174711,-1.14010624516527,-4.75608125229965,-5.28282473496691,-4.57200598412562,-2.97455579942291,-3.34479773234169,-1.64720841063389,-3.90415870889374,28.0551448244598,-4.6896789046473,-3.61265251063668,6.11711424151886,-5.19178832040108,-2.66169537642183,-3.45031392494518,1.74083427245889,-2.75467151703862,-3.31537141959494,-2.79213132120729,9.86171763331675,-4.82563904015668,12.6676654557188,-3.69725922315216,24.5058578518038,0.435748792270531,22.4038409257159,-5.10315523740679,-4.09807273416013,-2.99067361018357,-4.02780278284674,27.7893267008571
"F28E10.1 IV_+_4572322_4575665_4575764_4577916",0.978485135904776,0,0.21919697723635,0,-0.272272919714686,0,-5.7571096236613,0.186212800396241,0.0581039222873628,0,0.15993074911419,0.273819638003079,0,0.174797864429098,1.52932449606617,0,0.0756499924039139,0.121800497013349,0,-2.1369161124777,0,0,0.882265672536759,0,0,0,0,1.08476667293692,0.0836486978321384,0.456359320542761,0,0.123567112750553,0.584425192471215,0,0,0,0,0,0,0,0,0,0,0.718148829627346,0.455795084301465,0
"unc-31 IV_+_12777954_12779433_12779469_12780867",1.04743654290977,0,0,0,0,0,0,0,0,0,0,1.0307698762431,1.19743654290977,3.11343199650063,3.13330284916114,3.72166069229839,-4.40337964774236,0,1.19743654290977,0.995731997455222,1.10368654290977,0.378077073729248,3.22836239630671,-5.00201893848865,0.424053897559158,0,-5.70041288384451,3.41673262990764,0,0,0,0,0.570821457484613,0,1.31690990790256,0,1.50538443646996,-2.31442104808581,0,0,-4.95651213440956,1.12911356154331,-5.31625000161362,3.41610513674283,0.506058187129237,-4.73951761388831
"Y45F10B.13 IV_-_13549886_13549935_13550014_13550585",0,0.164337549748128,0,0.2357661211767,0,0,0,0,0.2357661211767,0,0.2357661211767,0,0,0.230331338568004,0.2357661211767,0,0,0.2357661211767,0,-5.68541630007146,0,0.194099454510033,0.2357661211767,0.230084302994882,0.2357661211767,0.2357661211767,0.229032114442693,0.2357661211767,0.2357661211767,0,0,0.2357661211767,0.229952167688328,0.233327096786456,0,0,0.232754072983929,0,0.2357661211767,0.2357661211767,0.199258184668763,0,0.205748200029746,0.2357661211767,0,0.2357661211767
"pat-12 III_-_729193_729317_729458_729578",-0.478851399397346,3.04569078180531,0,-0.301102934529944,0.726375317856874,0,0,0.978559553374441,0,0.721416696231586,-0.249909288326408,0.437641467727675,2.97589484403726,-5.6584314102249,-4.41640854706267,0,-2.30380199426919,0.512244642330849,0,-1.49426121685831,-0.45638411351294,0,2.29331257082779,0.561870963829363,-2.88674433253742,-0.323632701414452,0.437237993487994,0,2.59937944360808,0.776103006189214,1.97432849254922,2.18999680441964,0.44730736047065,-0.086961766340609,0,0,-1.61457643353539,-2.0101827703077,0.18912956296577,1.07232033935347,-1.93338988640416,0,-0.721535328214396,0.326530356616563,3.72702398387875,-1.05619005862463
"scd-1 X_-_12505909_12506008_12506029_12506149",1.34214844319045,-5.64754709637145,0.220922358268384,-3.67926528692545,1.4388099109636,0,0,1.1356863925491,0.452884841014745,8.66778142172139,0.2822715710083,0.356676332913062,0,6.68088436108995,-4.89634262342423,-2.01209366702851,0,-1.3809666734547,-0.612377718778354,-0.08724962562663,-0.349237060285962,-2.8381085744393,0,-0.48452364532597,6.07396767174163,-1.49972709216656,2.04818479681944,0.130451977445491,0.211377187613916,-1.08126806192341,0,0,-4.73633873281155,-1.34497907076555,5.48051805143699,-2.48735859817579,-2.74632392466285,-2.02339230501077,-1.32198898348923,-1.97465669223859,-1.45341898257983,3.84314696495854,7.86763463117909,-1.2801639386154,-2.81938952511285,0.523370965298834
"cle-1 I_-_8709403_8709762_8709831_8709923",-1.63027544984132,-1.75527544984132,-1.43218689182375,-1.73672386253973,-0.882140968155638,0.183871029013585,-1.25527544984132,-1.55249260735005,-1.56083100539687,-1.98354925936513,-0.908553213410659,-1.84495027223419,-2.38533497365084,-2.48014440665651,-1.94485878317465,18.0675647318818,-2.85834896504465,-1.54694211650799,-1.57521988007732,-2.15479468061055,-1.68384687841275,-3.16097601835663,-2.3737675017945,29.2550476339951,-1.11636408070428,-1.90948036013141,-1.92604565186152,-1.85111273722018,-2.03373999501985,-2.28395054347428,-1.37089946358144,-1.73562359241725,-1.93519833805487,-1.81256398438571,-1.07521988007732,-0.955275449841318,-1.20476692283191,-0.649141705968328,-1.57105809241144,-2.59069211650799,-5.61418447628887,-2.29069211650798,-1.63995627463515,-2.26564313435927,-1.48384687841275,30.515461033889
"nhx-5 X_+_10580237_10580388_10580440_10580598",0,0,0.331409358615241,0.542097968233464,0,0,0,0,1.34987493719879,0,-1.13723365675944,-0.885728108165791,-0.583787782904192,2.29128661753229,1.84310564666976,0,0,-5.59416303708358,0,0,0,0.463917451297752,0.525364312391623,0,0.545428737933489,-0.758885823035462,0,-2.80945516378406,1.49240887385037,0,0.375019452225335,0,1.04128975520187,0,0,0,-0.362050179150251,0,0,0,0,0,0.40906075814164,0,0.544906457732978,0.376133423858174
"T23G5.2 III_-_9234315_9235034_9235160_9235263",0.139866063674788,0.137583194986614,0.143465547927791,0.133380202298215,0.143465547927791,0.143465547927791,0.134844858272618,0.143465547927791,0,0.139497293959537,0.143465547927791,0.143465547927791,0,0.143465547927791,0.143465547927791,0.138337342799585,0,0.143465547927791,0.143465547927791,0.143465547927791,0,0.143465547927791,0.143465547927791,0.140558571183604,0.136060394752704,0.143465547927791,-5.58777510627492,0.138835918298161,0.143465547927791,0.143465547927791,0.143465547927791,0.143465547927791,0.137736108430672,0.131392898355141,0.143465547927791,0,0.132354436816679,0.143465547927791,0.129310842983612,0.143465547927791,0.139465547927791,0.122349626811869,0.128604755804446,0.143465547927791,0.143465547927791,0.127889446579692
"ctn-1 I_+_2614489_2614796_2614819_2615075",-5.19064791998602,-5.11146239962403,-3.94648977927615,-4.40470704905873,-3.72411558961408,-4.62205924871049,-2.32548887610886,-3.97434788608163,-4.58066238181453,-5.01535507557553,-5.20453680887491,-1.93674497854821,-5.02398125331935,-4.6880502898584,-4.89240230595093,-5.4437343397391,-5.57680536803987,-5.21252291998602,-3.56622085277198,-4.91482662655636,-2.54623671794046,-5.41287014220824,25.0869601607318,15.3291744798233,-5.54921357968936,-2.73451756341133,10.1250014946953,-4.60455521967387,-4.70281804403465,-4.29645185549874,4.57075947253402,-3.59265186976545,-2.81003686850817,-2.4201475746245,11.090515451598,-4.49753147763099,26.2906565235769,-5.18516032671862,6.04220139226708,-3.89927732713803,21.3847332821878,-4.6494836435767,-4.99056675115485,17.1392023749425,-5.17503426711746,19.36251054583
